in	IN
which	WP
the	DT
aim	NN
is	VBZ

if	IN
the	DT
desired	JJ
output	NN
consists	VBZ
of	IN
one	CD
or	CC
more	RBR

or	CC
to	TO
determine	VB
the	DT
distribution	NN
of	IN
data	NN
within	IN
the	DT
input	JJ
space	NN
,	,
known	NN
as	IN

In	IN
the	DT
following	IN
,	,
we	PRP
start	VBP
a	DT
Python	NNP
interpreter	NN
from	IN
our	PRP$
shell	JJ
and	CC
then	JJ
load	NN
the	DT

This	DT
data	NN
is	VBZ
stored	VBN
in	IN
the	DT

For	NNP
instance	NN
,	,
in	IN
the	DT
case	NN
of	IN
the	DT
digits	NNS
dataset	NN
,	,

topic	NN
:	:
:	:
Loading	JJ
from	IN
external	JJ
datasets	NNS

For	NNP
now	CC
,	,
we	PRP
will	MD
consider	VB
the	DT
estimator	NN
as	IN
a	DT
black	JJ
box	NN
:	:
:	:

This	DT
is	VBZ
done	VBN
by	IN
passing	VBG
our	PRP$
training	NN
set	NN
to	TO
the	DT

As	IN
you	PRP
can	MD
see	VB
,	,
it	PRP
is	VBZ
a	DT
challenging	JJ
task	NN
:	:
after	IN
all	RB
,	,
the	DT
images	NNS
are	VBP
of	IN
poor	JJ
resolution	NN
.	.

more	JJR
than	IN
once	CC
will	MD
overwrite	VB
what	WP
was	VBD
learned	VBN
by	IN
any	DT
previous	JJ

to	TO
refit	VB
the	DT
estimator	NN
and	CC
to	TO
make	VB
a	DT
second	JJ
prediction	NN
.	.

to	TO
access	VB
your	PRP$
data	NN
.	.

A	DT
clean	JJ
,	,
elegant	JJ
URL	NNP
scheme	NN
is	VBZ
an	DT
important	JJ
detail	NN
in	IN
a	DT
high-quality	JJ
web	NN
application	NN
.	.

This	DT
is	VBZ
blazingly	RB
fast	JJ
,	,
because	IN
the	DT
paths	NNS
are	VBP
compiled	VBN
into	IN
regular	JJ
expressions	NNS
at	IN
load	NN
time	JJ
.	.

Generally	RB
,	,
a	DT
view	NN
retrieves	VBZ
data	NN
according	IN
to	TO
the	DT
parameters	NNS
,	,
loads	VBZ
a	DT
template	NN
and	CC
renders	VBZ
the	DT
template	NN
with	IN
the	DT
retrieved	JJ
data	NN
.	.

Here	NNP
what	WP
that	DT
might	MD
look	VB
like	IN
:	:

,	,
which	WDT
run	NN
custom	JJ
Python	NNP
code	NN
behind	IN
the	DT
scenes	NNS
.	.

While	IN
Django	NNP
template	NN
system	NN
is	VBZ
particularly	RB
well-integrated	JJ
with	IN
Django	NNP
model	JJ
layer	NN
,	,
nothing	RB
forces	NNS
you	PRP
to	TO
use	VB
it	PRP
.	.

create	VB
RSS	NN
and	CC
Atom	NNP
feeds	NNS
by	IN
writing	VBG
a	DT
small	JJ
Python	NNP
class	JJ
.	.

Putting	NN
too	RB
much	DT
logic	NN
in	IN
your	PRP$
templates	NNS
can	MD
make	VB
them	PRP
bloated	JJ
and	CC
hard	JJ
to	TO
maintain	VB
.	.

At	IN
this	DT
point	NN
,	,
the	DT
template	NN
is	VBZ
getting	VBG
a	DT
bit	NN
cluttered	JJ
.	.

Here	NNP
we	PRP
have	VB
declared	VBN
a	DT
computed	VBD
property	NN

,	,
so	CC
it	PRP
will	MD
update	VB
any	DT
bindings	NNS
that	DT
depend	VB
on	IN

A	DT
computed	VBD
property	NN
automatically	RB
tracks	NNS
its	PRP$
reactive	JJ
dependencies	NNS
.	.

Instead	IN
of	IN
a	DT
computed	VBD
property	NN
,	,
we	PRP
can	MD
define	VB
the	DT
same	JJ
function	NN
as	IN
a	DT
method	NN
.	.

will	MD
immediately	CC
return	JJ
the	DT
previously	RB
computed	VBD
result	NN
without	IN
having	NN
to	TO
run	VB
the	DT
getter	NN
function	NN
again	RB
.	.

Imagine	VB
we	PRP
have	VB
an	DT
expensive	JJ
computed	VBD
property	NN

In	IN
cases	NNS
where	WRB
you	PRP
do	VBP
not	RB
want	VB
caching	VBG
,	,
use	NN
a	DT
method	NN
call	NN
instead	JJ
.	.

,	,
the	DT
setter	NN
will	MD
be	VB
invoked	VBN
and	CC

will	MD
be	VB
updated	VBN
accordingly	RB
.	.

Avoid	VB
mutating	VBG
computed	VBD
value	NN

This	DT
guide	NN
assumes	VBZ
the	DT
environment	NN
is	VBZ
configured	VBN
as	IN
described	VBD
below	IN
.	.

Repeat	NN
these	DT
steps	NNS
on	IN

If	IN
you	PRP
are	VBP
a	DT
Python	NNP
expert	JJ
,	,
and	CC
you	PRP
already	JJ
know	VB
everything	NN
about	IN
type	NN
hints	NNS
,	,
skip	NN
to	TO
the	DT
next	JJ
chapter	NN
.	.

them	PRP
with	IN
a	DT
space	NN
in	IN
the	DT
middle	NN
.	.

Then	JJ
,	,
you	PRP
try	VBP
with	IN
the	DT
old	JJ
programmer	NN
friend	NN
,	,
editor	NN
autocompletion	NN
.	.

We	PRP
will	MD
change	VB
exactly	RB
this	DT
fragment	NN
,	,
the	DT
parameters	NNS
of	IN
the	DT
function	NN
,	,
from	IN
:	:

At	IN
the	DT
same	JJ
point	NN
,	,
you	PRP
try	VBP
to	TO
trigger	VB
the	DT
autocomplete	NN
with	IN

to	TO
a	DT
string	NN
with	IN

Generic	JJ
types	NNS
with	IN
type	NN
parameters	NNS

It	PRP
exists	VBZ
specifically	RB
to	TO
support	VB
these	DT
type	NN
hints	NNS
.	.

That	DT
means	NN
:	:
"	"
the	DT
variable	JJ

is	VBZ
one	CD
of	IN
the	DT
elements	NNS
in	IN
the	DT
list	NN

with	IN
3	CD
items	NNS
,	,
an	DT

The	DT
second	JJ
type	NN
parameter	NN
is	VBZ
for	CC
the	DT
values	NNS
of	IN
the	DT

to	TO
declare	VB
that	DT
a	DT
variable	NN
has	VBZ
a	DT
type	NN
,	,
like	IN

These	DT
types	NNS
that	DT
take	VBP
type	NN
parameters	NNS
in	IN
square	VBP
brackets	NNS
,	,
like	IN
:	:

And	CC
then	JJ
,	,
again	RB
,	,
you	PRP
get	VBP
all	PDT
the	DT
editor	NN
support	NN
:	:

And	CC
you	PRP
get	NN
all	PDT
the	DT
editor	NN
support	NN
with	IN
that	DT
resulting	JJ
object	NN
.	.

This	DT
might	MD
all	DT
sound	JJ
abstract	NN
.	.

Tests	NNS
should	MD
exit	VB
with	IN
code	NN

In	IN
this	DT
case	NN
,	,
the	DT
test	JJ
runner	NN
will	MD
terminate	VB
the	DT
test	NN
because	IN

When	WRB
deciding	VBG
on	IN
whether	CC
to	TO
expand	VB
an	DT
existing	JJ
test	JJ
file	NN
or	CC
create	VB
a	DT
new	JJ
one	CD
,	,
consider	VB
going	NN
through	IN
the	DT
files	NNS
related	JJ
to	TO
the	DT
subsystem	NN
.	.

All	DT
tests	NNS
should	MD
be	VB
in	IN
strict	JJ
mode	NN
unless	IN
the	DT
nature	NN
of	IN
the	DT
test	NN
requires	VBZ
that	DT
the	DT
test	JJ
run	NN
without	IN
it	PRP
.	.

Even	RB
if	IN
a	DT
test	NN
uses	VBZ
no	DT
functions	NNS
or	CC
other	JJ
properties	NNS
exported	VBD
by	IN

module	NN
includes	VBZ
code	NN
that	DT
will	MD
cause	VB
a	DT
test	NN
to	TO
fail	NN
if	IN
the	DT
test	JJ
leaks	VBZ
variables	NNS
into	IN
the	DT
global	JJ
space	NN
.	.

The	DT
test	NN
checks	VBZ
functionality	NN
in	IN
the	DT

This	DT
is	VBZ
the	DT
body	NN
of	IN
the	DT
test	NN
.	.

instead	IN
of	IN
an	DT
arbitrary	JJ
value	NN
,	,
as	IN
it	PRP
allows	VBZ
tests	NNS
to	TO
run	NN
in	IN
parallel	JJ
safely	RB
,	,

works	NNS
as	IN
expected	JJ
,	,
then	JJ
it	PRP
is	VBZ
ok	JJ
to	TO
assign	VB
a	DT
specific	JJ
port	JJ
number	NN
.	.

status	NN
code	NN
of	IN
0	CD
.	.

For	NNP
a	DT
thorough	JJ
explanation	NN
go	NN

Make	NN
use	NN
of	IN
the	DT
helpers	NNS
from	IN
the	DT

One	CD
interesting	JJ
case	NN
is	VBZ

It	PRP
is	VBZ
not	RB
a	DT
good	JJ
idea	NN
to	TO
simply	RB
pass	JJ

comment	NN
in	IN
the	DT
preamble	NN
of	IN
the	DT
test	NN
followed	VBD
by	IN
the	DT
flags	NNS
.	.

In	IN
specific	JJ
scenarios	NNS
it	PRP
may	MD
be	VB
useful	JJ
to	TO
get	VB
a	DT
hold	NN
of	IN

When	WRB
writing	NN
assertions	NNS
,	,
prefer	VB
the	DT
strict	JJ
versions	NNS
:	:

Some	DT
output	NN
can	MD
help	VB
debugging	VBG
by	IN
giving	VBG
context	NN
to	TO
test	JJ
failures	NNS
.	.

Excessive	JJ
use	NN
of	IN
console	NN
output	NN
is	VBZ
discouraged	VBN
as	IN
it	PRP
can	MD
overwhelm	VB
the	DT
display	NN
,	,
including	VBG
the	DT
Jenkins	NNP
console	NN
and	CC
test	JJ
report	NN
displays	NNS
.	.

For	NNP
performance	NN
considerations	NNS
,	,
we	PRP
only	JJ
use	NN
a	DT
selected	JJ
subset	NN
of	IN
ES	NNP
.	.
Next	DT
features	NNS
in	IN
JavaScript	NNP
code	NN
in	IN
the	DT

Test	JJ
files	NNS
are	VBP
named	VBN
using	VBG
kebab	NN
casing	NN
.	.

Subsequent	JJ
components	NNS
of	IN
the	DT
name	NN
add	VB
more	JJR
information	NN
about	IN
what	WP
is	VBZ
being	VBG
tested	VBN
.	.

event	NN
,	,
then	JJ
it	PRP
might	MD
be	VB
named	VBN

followed	VBD
by	IN
the	DT
name	NN
of	IN
unit	JJ
being	NN
tested	VBN
.	.

target	NN
and	CC
this	DT
can	MD
be	VB
done	VBN
by	IN
adding	VBG
them	PRP
to	TO
the	DT

It	PRP
will	MD
depend	VB
on	IN
what	WP
is	VBZ
being	VBG
tested	VBN
if	IN
this	DT
is	VBZ
required	VBN
or	CC
not	RB
.	.

I	PRP
want	VBP
to	TO
start	NN
using	VBG
pandas	NNS

is	VBZ
assumed	VBN
standard	JJ
practice	NN
for	CC
all	DT
of	IN
the	DT
pandas	NNS
documentation	NN
.	.

To	TO
select	VB
the	DT
column	NN
,	,
use	NN
the	DT
column	NN
label	NN
in	IN
between	IN
square	JJ
brackets	NNS

You	PRP
can	MD
create	VB
a	DT

not	RB
use	NN
this	DT
file	NN
except	IN
in	IN
compliance	NN
with	IN
the	DT
License	NN
.	.

Other	NNP
Linux	NNP
systems	NNS
may	MD
present	VB
these	DT
interfaces	NNS
as	IN

Create	VB
a	DT
mirrored	JJ
configuration	NN
on	IN

,	,
this	DT
time	NN
using	VBG
the	DT
IP	NN
address	NN
for	CC

the	DT
use	NN
of	IN
additional	JJ
IP	NN
routes	NNS
or	CC
IP	NN
routing	NN
rules	NNS
.	.

to	TO
better	NN
fit	JJ
your	PRP$
needs	NNS
.	.

Detailed	JJ
Explanation	NN
of	IN
a	DT
Simple	JJ
Module	NN
Bundler	NN

folder	NN
for	CC
any	DT
other	JJ
generated	VBD
file	NN
.	.

properties	NNS
to	TO
tell	VB
webpack	NNP
the	DT
name	NN
of	IN
our	PRP$
bundle	NN
and	CC
where	WRB
we	PRP
want	VBP
it	PRP
to	TO
be	VB
emitted	VBN
to	TO
.	.

read	NN
more	RBR
in	IN
the	DT
output	NN
section	NN

property	NN
identifies	VBZ
which	WDT
file	NN
or	CC
files	NNS
should	MD
be	VB
transformed	VBN
.	.

This	DT
tells	VBZ
webpack	NNP
compiler	NN
the	DT
following	NN
:	:

You	PRP
can	MD
check	VB
further	JJR
customization	NN
when	WRB
including	VBG
loaders	NNS
in	IN
the	DT

it	PRP
and	CC
add	VB
it	PRP
to	TO
the	DT

generates	VBZ
an	DT
HTML	NNP
file	NN
for	CC
your	PRP$
application	NN
and	CC
automatically	RB
injects	VBZ
all	PDT
your	PRP$
generated	VBD
bundles	NNS
into	IN
this	DT
file	NN
.	.

,	,
you	PRP
can	MD
enable	VB
webpack	NNP
built-in	JJ
optimizations	NNS
that	DT
correspond	VB
to	TO
each	DT
environment	NN
.	.

Webpack	NNP
supports	NNS
all	DT
browsers	NNS
that	DT
are	VBP

there	EX
is	VBZ
no	DT
"	"
spooky	JJ
action	NN
at	IN
a	DT
distance	NN
"	"
.	.

When	WRB
threads	NNS
are	VBP
added	VBN
as	IN
a	DT
feature	NN
:	:
unicorn	NN
:	:

may	MD
vary	VB
between	IN
platforms	NNS
.	.

Note	NN
that	DT
this	DT
stack	NN

Based	VBD
on	IN
open	JJ
standards	NNS

Designed	JJ
around	IN
these	DT
standards	NNS
,	,
after	IN
a	DT
meticulous	JJ
study	NN
.	.

Alternative	JJ
API	NNP
documentation	NN
with	IN

That	DT
can	MD
then	JJ
be	VB
used	VBN
like	IN
:	:

You	PRP
will	MD
rarely	RB
need	VB
to	TO
come	VB
back	JJ
to	TO
the	DT
docs	NNS
.	.

No	DT
more	JJR
typing	NN
the	DT
wrong	JJ
key	JJ
names	NNS
,	,
coming	JJ
back	JJ
and	CC
forth	RP
between	IN
docs	NNS
,	,
or	CC
scrolling	VBG
up	IN
and	CC
down	IN
to	TO
find	NN
if	IN
you	PRP
finally	RB
used	JJ

Without	IN
any	DT
compromise	NN
with	IN
databases	NNS
or	CC
data	NN
models	NNS
.	.

Used	JJ
in	IN
production	NN
applications	NNS
.	.

There	EX
are	VBP
6	CD
general	JJ
mechanisms	NNS
for	CC
creating	VBG
arrays	NNS
:	:

a	DT
list	NN
of	IN
lists	NNS
will	MD
create	VB
a	DT
2D	SYM
array	NN
,	,

assignments	NNS
,	,
you	PRP
can	MD
get	VB
unwanted	JJ
overflow	NN
,	,
as	IN
such	DT

,	,
you	PRP
can	MD
get	VB
unwanted	JJ
results	NNS
,	,
for	CC
example	NN
:	:
:	:

,	,
NumPy	NNP
will	MD
assign	VB
a	DT
new	JJ
type	NN
that	DT
satisfies	VBZ
all	DT
of	IN
the	DT
array	NN
elements	NNS
involved	JJ
in	IN
the	DT
computation	NN
,	,
here	RB

generally	RB
need	MD
at	IN
least	NN
two	CD
inputs	NNS
,	,

is	VBZ
to	TO
use	VB
integer	NN
start	NN
,	,
end	NN
,	,
and	CC
step	NN
values	NNS
.	.

to	TO
accommodate	VB
the	DT
step	NN
size	NN
of	IN

The	DT
advantage	NN
of	IN
this	DT
creation	NN
function	NN
is	VBZ
that	DT
you	PRP
guarantee	NN
the	DT
number	NN
of	IN
elements	NNS
and	CC
the	DT
starting	JJ
and	CC
end	NN
point	NN
.	.

The	DT
two	CD
array	NN
creation	NN
functions	NNS
can	MD
be	VB
helpful	JJ
while	IN
doing	NN
linear	JJ
algebra	NN
,	,
as	IN
such	DT
:	:
:	:

will	MD
create	VB
an	DT
array	NN
filled	VBD
with	IN
0	CD
values	NNS
with	IN
the	DT
specified	VBD
shape	NN
.	.

method	NN
of	IN
the	DT
result	NN
of	IN

the	DT
array	NN
,	,
otherwise	CC
the	DT
variable	NN
is	VBZ
a	DT
view	NN
into	IN
the	DT
original	JJ
array	NN
.	.

that	DT
viewed	VBD
the	DT
first	JJ
2	CD
elements	NNS
of	IN

For	NNP
more	JJR
information	NN
and	CC
examples	NNS
look	VBP
at	IN
:	:
ref	NN
:	:

This	DT
section	NN
gives	NNS
general	JJ
pointers	NNS
on	IN
how	WRB
to	TO
handle	NN
various	JJ
formats	NNS
.	.

More	NNP
generic	JJ
ASCII	NNP
files	NNS
can	MD
be	VB
read	VBN
using	VBG

Webpack	NNP
is	VBZ
used	VBN
to	TO
compile	VB
JavaScript	NNP
modules	NNS
.	.

Throughout	IN
the	DT
Guides	NNS
we	PRP
will	MD
use	VB

This	DT
is	VBZ
to	TO
prevent	VB
an	DT
accidental	JJ
publish	VB
of	IN
your	PRP$
code	NN
.	.

never	RB
explicitly	RB
declared	JJ
a	DT
need	NN
for	CC

If	IN
a	DT
dependency	NN
is	VBZ
missing	JJ
,	,
or	CC
included	JJ
in	IN
the	DT
wrong	JJ
order	NN
,	,
the	DT
application	NN
will	MD
not	RB
function	NN
properly	RB
.	.

Tweak	NN
the	DT
directory	NN
structure	NN
as	IN
follows	VBZ
:	:

Once	CC
this	DT
is	VBZ
done	VBN
,	,
it	PRP
should	MD
be	VB
safe	JJ
to	TO
empty	VB
the	DT

it	PRP
,	,
and	CC
modify	VB
the	DT
other	JJ

It	PRP
then	JJ
uses	VBZ
the	DT
graph	NN
to	TO
generate	VB
an	DT
optimized	JJ
bundle	NN
where	WRB
scripts	NNS
will	MD
be	VB
executed	VBN
in	IN
the	DT
correct	JJ
order	NN
.	.

statements	NNS
have	VB
been	VBN
standardized	VBN
in	IN

,	,
make	NN
sure	JJ
to	TO

A	DT
configuration	NN
file	NN
allows	VBZ
far	JJ
more	JJR
flexibility	NN
than	IN
CLI	NNP
usage	NN
.	.

Now	RB
run	NN
the	DT
following	IN
command	NN
and	CC
see	NN
if	IN
your	PRP$
script	NN
alias	JJ
works	NNS
:	:

It	PRP
could	MD
lead	VB
to	TO
execution	NN
of	IN
malicious	JJ
code	NN
on	IN
your	PRP$
computer	NN
,	,
remote	JJ
servers	NNS
,	,
or	CC
in	IN
the	DT
Web	NNP
browsers	NNS
of	IN
the	DT
end	NN
users	NNS
of	IN
your	PRP$
application	NN
.	.

Some	DT
built-in	JJ
types	NNS
like	IN

property	NN
on	IN
the	DT
object	NN
.	.

Here	NNP
is	VBZ
an	DT
example	NN
that	DT
demonstrates	VBZ
this	DT
distinction	NN
:	:

property	NN
allowing	VBG
access	NN
to	TO
stored	VBD
values	NNS
.	.

Working	JJ
with	IN
External	JJ
Dependencies	NNS

For	NNP
example	NN
,	,
suppose	VB
there	EX
are	VBP
two	CD
projects	NNS
on	IN
a	DT
system	NN
:	:

file	NN
allows	VBZ
users	NNS
to	TO
depend	VB
on	IN
targets	NNS
from	IN
other	JJ
parts	NNS
of	IN
the	DT
filesystem	NN
or	CC
downloaded	VBD
from	IN
the	DT
internet	NN
.	.

to	TO
get	NN
more	RBR
complex	JJ
behavior	NN
.	.

For	NNP
example	NN
,	,
suppose	VB
you	PRP
are	VBP
working	VBG
on	IN
a	DT
project	NN
,	,

,	,
your	PRP$
project	NN
can	MD
refer	VB
to	TO
it	PRP
as	IN

Your	PRP$
coworker	NN
project	NN
uses	NNS

Depending	VBG
on	IN
external	JJ
packages	NNS

If	IN
you	PRP
would	MD
like	VB
to	TO
prefetch	VB
the	DT
dependencies	NNS
needed	JJ
for	CC
a	DT
specific	JJ
set	NN
of	IN
targets	NNS
,	,
use	NN

,	,
fetching	JJ
happens	VBZ
per	NN
workspace	NN
.	.

,	,
but	CC
they	PRP
depend	VBP
on	IN
different	JJ
versions	NNS
of	IN

Overriding	JJ
repositories	NNS
from	IN
the	DT
command	NN
line	NN

to	TO
the	DT
local	JJ
directory	NN

If	IN
you	PRP
are	VBP
in	IN
an	DT
environment	NN
where	WRB
you	PRP
cannot	MD
make	VB
network	NN
calls	NNS
,	,

,	,
for	CC
example	NN
by	IN
having	VBG
the	DT

This	DT
requirement	NN
can	MD
balloon	JJ
the	DT

External	JJ
dependencies	NNS
are	VBP
all	DT
downloaded	VBD
to	TO
a	DT
directory	NN
under	IN
the	DT
subdirectory	NN

To	TO
remove	VB
all	DT
external	JJ
artifacts	NNS
,	,
use	NN

,	,
fetching	JJ
of	IN
further	JJR
repositories	NNS
can	MD
be	VB
disabled	VBN
during	IN
the	DT
build	NN
.	.

whereas	IN
the	DT
HTTP	NNP
downloader	NN
is	VBZ
built	VBN

Detecting	NN
system	NN
settings	NNS
and	CC
writing	NN
them	PRP
to	TO
files	NNS
.	.

The	DT
ability	NN
to	TO
run	VB
some	DT
code	NN
depending	VBG
on	IN
if	IN
a	DT
condition	NN
is	VBZ
true	JJ
,	,
or	CC
run	NN
some	DT
code	NN
repeatedly	RB
while	IN
a	DT
condition	NN
is	VBZ
true	JJ
,	,
are	VBP
basic	JJ
building	JJ
blocks	NNS
in	IN
most	RBS
programming	NN
languages	NNS
.	.

,	,
followed	VBD
by	IN
a	DT
condition	NN
.	.

Blocks	NNS
of	IN
code	NN
associated	VBD
with	IN
the	DT
conditions	NNS
in	IN

expression	NN
,	,
which	WP
we	PRP
chose	VBD
to	TO
do	VB
here	RB
,	,
to	TO
give	VB
the	DT
program	NN
an	DT
alternative	JJ
block	NN
of	IN
code	NN
to	TO
execute	VB
should	MD
the	DT
condition	NN
evaluate	VB
to	TO
false	JJ
.	.

to	TO
a	DT
value	NN
that	DT
makes	NNS
the	DT
condition	NN

condition	NN
evaluates	VBZ
to	TO
a	DT
value	NN
of	IN

You	PRP
must	MD
be	VB
explicit	JJ
and	CC
always	RB
provide	VB

,	,
for	CC
example	NN
,	,
we	PRP
can	MD
change	VB
the	DT

You	PRP
can	MD
use	VB
multiple	JJ
conditions	NNS
by	IN
combining	VBG

expression	NN
in	IN
turn	NN
and	CC
executes	VBZ
the	DT
first	JJ
body	NN
for	CC
which	WP
the	DT
condition	NN
holds	NNS
true	JJ
.	.

is	VBZ
an	DT
expression	NN
,	,
we	PRP
can	MD
use	VB
it	PRP
on	IN
the	DT
right	JJ
side	NN
of	IN
a	DT

Remember	VB
that	DT
blocks	NNS
of	IN
code	NN
evaluate	VB
to	TO
the	DT
last	JJ
expression	NN
in	IN
them	PRP
,	,
and	CC
numbers	NNS
by	IN
themselves	PRP
are	VBP
also	RB
expressions	NNS
.	.

arms	NNS
have	VB
value	NN
types	NNS
that	DT
are	VBP
incompatible	JJ
,	,
and	CC
Rust	NNP
indicates	VBZ
exactly	RB
where	WRB
to	TO
find	VB
the	DT
problem	NN
in	IN
the	DT
program	NN
:	:

Knowing	JJ
the	DT
type	NN
of	IN

keyword	NN
tells	VBZ
Rust	NNP
to	TO
execute	VB
a	DT
block	NN
of	IN
code	NN
over	IN
and	CC
over	IN
again	RB
forever	NN
or	CC
until	IN
you	PRP
explicitly	RB
tell	VB
it	PRP
to	TO
stop	NN
.	.

Give	NN
it	PRP
a	DT
try	NN
:	:

Fortunately	RB
,	,
Rust	NNP
also	RB
provides	VBZ
a	DT
way	NN
to	TO
break	NN
out	IN
of	IN
a	DT
loop	NN
using	VBG
code	NN
.	.

section	NN
of	IN
Chapter	NNP
2	CD
to	TO
exit	VB
the	DT
program	NN
when	WRB
the	DT
user	NN
won	NN
the	DT
game	NN
by	IN
guessing	VBG
the	DT
correct	JJ
number	NN
.	.

to	TO
specify	VB
that	DT
those	DT
keywords	NNS
apply	VB
to	TO
the	DT
labeled	JJ
loop	NN
instead	IN
of	IN
the	DT
innermost	JJ
loop	NN
.	.

statement	NN
will	MD
exit	VB
the	DT
outer	JJ
loop	NN
.	.

You	PRP
might	MD
also	RB
need	VB
to	TO
pass	VB
the	DT
result	NN
of	IN
that	DT
operation	NN
out	IN
of	IN
the	DT
loop	NN
to	TO
the	DT
rest	NN
of	IN
your	PRP$
code	NN
.	.

and	CC
initialize	VB
it	PRP
to	TO

variable	JJ
,	,
and	CC
then	JJ
check	JJ
whether	CC
the	DT
counter	NN
is	VBZ
equal	JJ
to	TO

Finally	RB
,	,
we	PRP
print	VBP
the	DT
value	NN
in	IN

When	WRB
the	DT
condition	NN
ceases	NNS
to	TO
be	VB
true	JJ
,	,
the	DT
program	NN
calls	NNS

loop	NN
to	TO
run	NN
code	NN
while	IN
a	DT
condition	NN
holds	VBZ
true	JJ

You	PRP
can	MD
choose	VB
to	TO
use	VB
the	DT

Running	JJ
this	DT
code	NN
will	MD
print	VB
every	DT
element	NN
in	IN
the	DT
array	NN
:	:

However	CC
,	,
this	DT
approach	NN
is	VBZ
error	NN
prone	JJ
;	;
we	PRP
could	MD
cause	VB
the	DT
program	NN
to	TO
panic	NN
if	IN
the	DT
index	NN
value	NN
or	CC
test	JJ
condition	NN
are	VBP
incorrect	JJ
.	.

As	IN
a	DT
more	RBR
concise	JJ
alternative	JJ
,	,
you	PRP
can	MD
use	VB
a	DT

Even	NNP
in	IN
situations	NNS
in	IN
which	WP
you	PRP
want	VBP
to	TO
run	VB
some	DT
code	NN
a	DT
certain	JJ
number	NN
of	IN
times	CC
,	,
as	IN
in	IN
the	DT
countdown	NN
example	NN
that	DT
used	JJ
a	DT

That	DT
was	VBD
a	DT
sizable	JJ
chapter	NN
:	:
you	PRP
learned	JJ
about	IN
variables	NNS
,	,
scalar	JJ
and	CC
compound	JJ
data	NN
types	NNS
,	,
functions	NNS
,	,
comments	NNS
,	,

taking	JJ
advantage	NN
of	IN
the	DT
repetition	NN
in	IN
the	DT
song	NN
.	.

First	JJ
,	,
we	PRP
import	VBP
the	DT
class	JJ
:	:
class	JJ
:	:

Each	DT
view	NN
function	NN
takes	NNS
an	DT
:	:
class	JJ
:	:

contains	VBZ
the	DT
generated	VBD
response	NN
.	.

So	NNP
,	,
to	TO
recap	NN
,	,
this	DT
view	NN
function	NN
returns	VBZ
an	DT
HTML	NNP
page	NN
that	DT
includes	VBZ
the	DT
current	JJ
date	NN
and	CC
time	JJ
.	.

in	IN
order	NN
to	TO
signify	VB
an	DT
error	NN
.	.

When	WRB
you	PRP
return	JJ
an	DT
error	NN
such	DT
as	IN
:	:
class	JJ
:	:

and	CC
it	PRP
will	MD
appear	VB
in	IN
the	DT
standard	JJ
404	CD
debug	VB
template	NN
.	.

view	NN
is	VBZ
overridden	VBN
by	IN
:	:
data	NN
:	:

This	DT
document	NN
is	VBZ
meant	VBN
as	IN
a	DT
reference	NN
.	.

escaping	VBG
rules	NNS
as	IN
Go	VBP

